collection,source_rel_path,filename,file_status,curve_index,short_name,long_name,unit,samples,duration_s,min,max,mean,sample_columns,curve_metadata_keys
ddd,ddd\ddd_y_250909105151.xml.gz,ddd_y_250909105151.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],460,80.0,0.0,3.5,1.1256304347826087,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105151.xml.gz,ddd_y_250909105151.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],1557,80.0,0.0,637.0,467.85420680796403,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105151.xml.gz,ddd_y_250909105151.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],3267,80.0,-3.0,158.0,132.15641261095806,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105151.xml.gz,ddd_y_250909105151.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1323,80.0,2.0,228.0,102.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105151.xml.gz,ddd_y_250909105151.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],297,80.0,118.0,135.0,126.0942760942761,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105151.xml.gz,ddd_y_250909105151.xml.gz,,10,s E     a,ejector stroke,[mm],136,80.0,-0.9,15.1,7.241176470588235,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105151.xml.gz,ddd_y_250909105151.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],6,80.0,954.0,954.884,954.1473333333333,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105151.xml.gz,ddd_y_250909105151.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],8,80.0,206.0,208.0,206.25,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105151.xml.gz,ddd_y_250909105151.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],63,80.0,932.0,976.0,955.8412698412699,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,0,p Soll,Nominal pressure,[bar],243,80.0,3.0,210.0,138.39506172839506,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,1,p Sys   a,System pressure,[bar],2203,80.0,0.0,170.0,108.24285065819338,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,2,s L     a,die position,[mm],2955,80.0,0.0,990.7,426.70588832487306,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,3,p L     a,closing pressure,[bar],1694,80.0,1.097,200.0,105.98470897284534,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,4,s I     a,Plunger stroke,[mm],2163,80.0,0.0,761.0,300.1872399445215,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],456,80.0,-0.01,3.53,1.0536622807017544,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],1605,80.0,0.0,639.0,464.69096573208725,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],3561,80.0,-3.0,158.0,132.7245155855097,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1511,80.0,2.0,228.0,98.43481138318994,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],312,80.0,118.0,136.0,126.42307692307692,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,10,s E     a,ejector stroke,[mm],133,80.0,-0.9,15.1,7.2022556390977455,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],11,80.0,954.0,956.0,954.3636363636364,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],5,80.0,208.0,208.0,208.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105608.xml.gz,ddd_y_250909105608.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],79,80.0,942.0,982.0,957.4190886075949,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,0,p Soll,Nominal pressure,[bar],243,80.0,3.0,210.0,138.39506172839506,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,1,p Sys   a,System pressure,[bar],2790,80.0,0.0,170.0,111.31182795698925,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,2,s L     a,die position,[mm],2961,80.0,0.0,990.594,426.2459621749408,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,3,p L     a,closing pressure,[bar],1643,80.0,1.0,199.0,103.81862446743762,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,4,s I     a,Plunger stroke,[mm],2150,80.0,0.0,761.0,299.42326837209305,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],470,80.0,0.0,3.51,1.0488936170212766,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],1765,80.0,0.0,636.0,473.23796033994336,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],3229,80.0,-3.0,158.0,130.41375038711675,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1532,80.0,2.0,228.0,99.14229765013054,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],353,80.0,118.0,136.0,126.79603399433428,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,10,s E     a,ejector stroke,[mm],137,80.0,-0.9,15.1,7.486861313868613,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],8,80.0,954.0,956.0,954.25,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],5,80.0,208.0,208.0,208.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909105811.xml.gz,ddd_y_250909105811.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],126,80.0,938.0,980.0,955.8253968253969,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,0,p Soll,Nominal pressure,[bar],243,80.0,3.0,210.0,138.41975308641975,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,1,p Sys   a,System pressure,[bar],2569,80.0,0.0,170.0,112.26975476839237,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,2,s L     a,die position,[mm],2953,80.0,0.0,990.6,427.1261429055198,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,3,p L     a,closing pressure,[bar],1751,80.0,1.0,200.0,105.60022844089092,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,4,s I     a,Plunger stroke,[mm],2158,80.0,0.0,761.5,300.272031047266,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],456,80.0,-0.01,3.53,1.0551754385964913,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],1704,80.0,0.0,639.0,472.8926056338028,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],3625,80.0,-3.0,157.0,132.21268965517243,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1641,80.0,2.0,228.0,96.24076538695917,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],343,80.0,118.0,136.0,126.38192419825073,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,10,s E     a,ejector stroke,[mm],137,80.0,-0.9,15.1,7.365693430656934,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],8,80.0,954.0,956.0,954.25,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],5,80.0,208.0,208.0,208.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110014.xml.gz,ddd_y_250909110014.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],119,80.0,928.0,992.0,955.6806722689075,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,0,p Soll,Nominal pressure,[bar],231,80.0,3.0,210.0,137.30735930735932,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,1,p Sys   a,System pressure,[bar],2422,80.0,0.0,170.0,110.88810900082576,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,2,s L     a,die position,[mm],2709,80.0,0.0,990.593,416.60202768549277,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,3,p L     a,closing pressure,[bar],1626,80.0,1.077,200.0,104.52649261992619,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,4,s I     a,Plunger stroke,[mm],2159,80.0,0.0,761.0,300.0518758684576,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],448,80.0,0.0,3.59,1.0513616071428573,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],1740,80.0,0.0,639.0,475.1,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],3664,80.0,-3.0,158.0,133.25436681222706,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1346,80.0,2.0,227.0,101.148661961367,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],292,80.0,118.0,136.0,127.21917808219177,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,10,s E     a,ejector stroke,[mm],133,80.0,-0.9,15.0,7.00006015037594,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],14,80.0,954.0,956.0,954.5714285714286,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],5,80.0,208.0,208.0,208.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110217.xml.gz,ddd_y_250909110217.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],98,80.0,936.0,984.0,956.9183673469388,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,0,p Soll,Nominal pressure,[bar],269,80.0,3.0,210.0,139.0185873605948,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,1,p Sys   a,System pressure,[bar],2769,80.0,1.0,182.0,110.16110292524377,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,2,s L     a,die position,[mm],3629,80.0,0.0,990.692,335.99804133370077,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,3,p L     a,closing pressure,[bar],1949,80.0,1.084,198.0,106.16679527963058,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,4,s I     a,Plunger stroke,[mm],2215,80.0,0.0,763.0,304.52327178329574,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],382,80.0,-0.03,2.59,0.970547120418848,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],2664,80.0,0.0,522.0,417.01576576576576,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1078,80.0,-3.0,160.0,115.99443413729128,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1682,80.0,2.0,233.0,97.01367419738406,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],531,80.0,119.0,137.0,129.59133709981168,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,10,s E     a,ejector stroke,[mm],139,80.0,-0.9,15.6,7.32158273381295,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],11,80.0,954.0,956.0,954.536090909091,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],41,80.0,188.0,212.0,198.29268292682926,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909110923.xml.gz,ddd_y_250909110923.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],900,80.0,660.0,1378.0,952.1333333333333,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,0,p Soll,Nominal pressure,[bar],241,80.0,3.0,210.0,137.9253112033195,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,1,p Sys   a,System pressure,[bar],2547,80.0,0.0,168.0,111.83941892422457,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,2,s L     a,die position,[mm],2816,80.0,0.0,990.692,424.6106150568181,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,3,p L     a,closing pressure,[bar],1557,80.0,1.079,199.0,107.05143159922929,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,4,s I     a,Plunger stroke,[mm],2256,80.0,0.0,762.5,309.2163120567376,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],420,80.0,-0.03,2.12,0.8849047619047619,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],2648,80.0,0.0,533.0,422.6102719033233,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1257,80.0,-3.0,160.0,111.92601431980907,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],2128,80.0,2.0,231.0,96.42387218045113,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],510,80.0,118.0,136.0,129.41582549019608,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250909111126.xml.gz,ddd_y_250909111126.xml.gz,,10,s E     a,ejector stroke,[mm],131,80.0,-0.9,15.1,7.12442748091603,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
