collection,source_rel_path,filename,file_status,curve_index,short_name,long_name,unit,samples,duration_s,min,max,mean,sample_columns,curve_metadata_keys
ddm,ddm\ddm_y_FliesslaengerformBuehler_0194_bad.xml.gz,ddm_y_FliesslaengerformBuehler_0194_bad.xml.gz,bad,3,p IM,Metal pressure: nominal,[bar],127,8.999999,0.0,700.0,460.1732283464567,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0194_bad.xml.gz,ddm_y_FliesslaengerformBuehler_0194_bad.xml.gz,bad,4,p IM    a,Metal pressure: actual,[bar],1416,8.999999,0.0,746.0,604.7252824858757,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0194_bad.xml.gz,ddm_y_FliesslaengerformBuehler_0194_bad.xml.gz,bad,5,p VacD1 a,VacD1: Vacuum pressure fixed platen,[mbar],35,8.999999,948.0,950.0,949.1428571428571,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0194_bad.xml.gz,ddm_y_FliesslaengerformBuehler_0194_bad.xml.gz,bad,6,p I.1   a,casting cyl. primary,[bar],896,8.999999,-3.0,163.0,132.87388392857142,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0194_bad.xml.gz,ddm_y_FliesslaengerformBuehler_0194_bad.xml.gz,bad,7,p I.2   a,Injection cylinder secondary,[bar],1129,8.999999,0.0,199.0,95.82993799822852,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,lok,0,s I     a,Plunger stroke,[mm],1541,8.999999,0.0,733.5,294.12719013627515,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,lok,1,v I,Casting cylinder velocity,[m/s],275,8.999999,0.0,3.5,1.2891272727272727,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,lok,2,v I     a,Casting cylinder velocity,[m/s],690,8.999999,0.0,3.21,0.964463768115942,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,lok,3,p IM,Metal pressure: nominal,[bar],126,8.999999,0.0,700.0,457.984126984127,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,lok,4,p IM    a,Metal pressure: actual,[bar],1373,8.999999,0.0,756.0,590.0167516387472,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,lok,5,p VacD1 a,VacD1: Vacuum pressure fixed platen,[mbar],2,8.999999,950.0,950.0,950.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,lok,6,p I.1   a,casting cyl. primary,[bar],754,8.999999,-3.0,163.0,130.8633952254642,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0195_lok.xml.gz,lok,7,p I.2   a,Injection cylinder secondary,[bar],1017,8.999999,0.0,205.0,101.27531956735497,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ok,0,s I     a,Plunger stroke,[mm],1552,8.999999,0.0,735.0,298.5982603092784,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ok,1,v I,Casting cylinder velocity,[m/s],270,8.999999,0.0,3.49,1.2421481481481482,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ok,2,v I     a,Casting cylinder velocity,[m/s],588,8.999999,0.0,3.38,0.9948299319727891,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ok,3,p IM,Metal pressure: nominal,[bar],127,8.999999,0.0,700.0,459.96062992125985,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ok,4,p IM    a,Metal pressure: actual,[bar],1482,8.999999,0.0,745.0,594.2044534412955,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ok,5,p VacD1 a,VacD1: Vacuum pressure fixed platen,[mbar],2,8.999999,950.0,950.0,950.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ok,6,p I.1   a,casting cyl. primary,[bar],851,8.999999,-2.0,164.0,134.3325499412456,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ok,7,p I.2   a,Injection cylinder secondary,[bar],1341,8.999999,0.0,210.0,88.45712155108129,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ok,0,s I     a,Plunger stroke,[mm],1555,8.999999,0.0,731.0,297.1305466237942,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ok,1,v I,Casting cylinder velocity,[m/s],277,8.999999,0.0,3.49,1.2593862815884476,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ok,2,v I     a,Casting cylinder velocity,[m/s],630,8.999999,0.0,3.25,0.9610158730158731,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ok,3,p IM,Metal pressure: nominal,[bar],127,8.999999,0.0,700.0,459.90551181102364,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ok,4,p IM    a,Metal pressure: actual,[bar],1456,8.999999,0.0,748.0,588.467032967033,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ok,5,p VacD1 a,VacD1: Vacuum pressure fixed platen,[mbar],10,8.999999,948.0,954.0,951.2,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ok,6,p I.1   a,casting cyl. primary,[bar],722,8.999999,-3.0,163.0,129.95152354570638,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ok,7,p I.2   a,Injection cylinder secondary,[bar],1059,8.999999,0.0,212.0,99.84891406987724,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ok,0,s I     a,Plunger stroke,[mm],1557,8.999999,0.0,737.0,296.97398843930637,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ok,1,v I,Casting cylinder velocity,[m/s],272,8.999999,0.0,3.5,1.2596323529411764,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ok,2,v I     a,Casting cylinder velocity,[m/s],611,8.999999,0.0,3.54,0.9466448445171851,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ok,3,p IM,Metal pressure: nominal,[bar],127,8.999999,0.0,700.0,459.9448818897638,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ok,4,p IM    a,Metal pressure: actual,[bar],1374,8.999999,0.0,746.0,592.8748180494905,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ok,5,p VacD1 a,VacD1: Vacuum pressure fixed platen,[mbar],14,8.999999,948.0,952.0,950.2857142857143,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ok,6,p I.1   a,casting cyl. primary,[bar],793,8.999999,-3.0,164.0,131.156368221942,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ok,7,p I.2   a,Injection cylinder secondary,[bar],991,8.999999,0.0,217.0,98.12411705348133,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,pw,0,s I     a,Plunger stroke,[mm],2161,9.999999,0.0,720.0,281.39102267468763,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,pw,1,v I,Casting cylinder velocity,[m/s],214,9.999999,0.0,1.99,0.9084579439252335,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,pw,2,v I     a,Casting cylinder velocity,[m/s],498,9.999999,0.0,2.58,0.8600803212851406,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,pw,3,p IM,Metal pressure: nominal,[bar],109,9.999999,0.0,260.0,222.22935779816513,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,pw,4,p IM    a,Metal pressure: actual,[bar],1812,9.999999,0.0,309.0,232.43046357615893,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,pw,5,p VacD1 a,VacD1: Vacuum pressure fixed platen,[mbar],13,9.999999,948.0,954.0,950.6153846153846,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,pw,6,p I.1   a,casting cyl. primary,[bar],1039,9.999999,-3.0,133.0,116.84889316650626,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0199_pw.xml.gz,pw,7,p I.2   a,Injection cylinder secondary,[bar],1337,9.999999,79.0,196.0,134.55871353777113,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,pw,0,s I     a,Plunger stroke,[mm],2171,9.999999,0.0,716.5,282.63150621833256,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,pw,1,v I,Casting cylinder velocity,[m/s],210,9.999999,0.0,1.99,0.8848095238095238,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,pw,2,v I     a,Casting cylinder velocity,[m/s],519,9.999999,0.0,2.43,0.8146628131021195,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,pw,3,p IM,Metal pressure: nominal,[bar],109,9.999999,0.0,260.0,222.22935779816513,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,pw,4,p IM    a,Metal pressure: actual,[bar],2138,9.999999,0.0,310.0,235.17680074836295,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,pw,5,p VacD1 a,VacD1: Vacuum pressure fixed platen,[mbar],10,9.999999,948.0,952.0,950.4,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,pw,6,p I.1   a,casting cyl. primary,[bar],1069,9.999999,-3.0,136.0,122.91206735266604,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,ddm_y_FliesslaengerformBuehler_0200_pw.xml.gz,pw,7,p I.2   a,Injection cylinder secondary,[bar],1731,9.999999,51.0,199.0,132.8630849220104,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,lok,0,s I     a,Plunger stroke,[mm],2126,9.999999,0.0,723.5,276.00823142050797,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,lok,1,v I,Casting cylinder velocity,[m/s],267,9.999999,0.0,3.49,1.321947565543071,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,lok,2,v I     a,Casting cylinder velocity,[m/s],508,9.999999,0.0,3.57,1.0545669291338584,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,lok,3,p IM,Metal pressure: nominal,[bar],192,9.999999,0.0,300.0,247.91145833333334,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,lok,4,p IM    a,Metal pressure: actual,[bar],1803,9.999999,0.0,354.0,278.54132002218523,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,lok,5,p VacD1 a,VacD1: Vacuum pressure fixed platen,[mbar],29,9.999999,948.0,954.0,950.8275862068965,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,lok,6,p I.1   a,casting cyl. primary,[bar],918,9.999999,-3.0,141.0,117.94444444444444,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,ddm_y_FliesslaengerformBuehler_0201_lok.xml.gz,lok,7,p I.2   a,Injection cylinder secondary,[bar],1548,9.999999,58.0,194.0,123.8423772609819,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ok,0,s I     a,Plunger stroke,[mm],2122,9.999999,0.0,722.5,275.2679076343073,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ok,1,v I,Casting cylinder velocity,[m/s],277,9.999999,0.0,3.49,1.347039711191336,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ok,2,v I     a,Casting cylinder velocity,[m/s],462,9.999999,0.0,3.52,1.0578354978354978,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ok,3,p IM,Metal pressure: nominal,[bar],202,9.999999,0.0,300.0,247.3910891089109,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ok,4,p IM    a,Metal pressure: actual,[bar],2034,9.999999,0.0,409.0,280.4439528023599,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ok,5,p VacD1 a,VacD1: Vacuum pressure fixed platen,[mbar],38,9.999999,948.0,952.0,949.7894736842105,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ok,6,p I.1   a,casting cyl. primary,[bar],1053,9.999999,-3.0,136.0,117.7312440645774,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0202_ok.xml.gz,ok,7,p I.2   a,Injection cylinder secondary,[bar],1289,9.999999,59.0,192.0,123.42358417377812,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0203_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0203_ok.xml.gz,ok,0,s I     a,Plunger stroke,[mm],2122,9.999999,0.0,718.5,275.48633364750236,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0203_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0203_ok.xml.gz,ok,1,v I,Casting cylinder velocity,[m/s],278,9.999999,0.0,3.49,1.3674100719424458,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0203_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0203_ok.xml.gz,ok,2,v I     a,Casting cylinder velocity,[m/s],461,9.999999,0.0,3.55,1.1194577006507593,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0203_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0203_ok.xml.gz,ok,3,p IM,Metal pressure: nominal,[bar],195,9.999999,0.0,300.0,247.6102564102564,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddm,ddm\ddm_y_FliesslaengerformBuehler_0203_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0203_ok.xml.gz,ok,4,p IM    a,Metal pressure: actual,[bar],1934,9.999999,0.0,397.0,279.6902792140641,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
